id	name	ascii	alt_name	lat	long	feat_class	feat_code	country	cc2	admin1	admin2	admin3	admin4	population	elevation	dem	tz	modified_at
4891310	Eureka	Eureka	Ehvrika;____„Û_ü_¼_¡	40.72143	-89.27286	P	PPLA2	US		IL	203			5295	234	237	America/Chicago	2011-05-14
4891382	Evanston	Evanston	Evanston;Evanstonas;Evanstun;ai wen si dun;ebansuton;ebeonseuteon;_¥___¡__„„â____;_¥___¡__„„â„___;__¥_¥_Ê_Á_÷_¥_Ù;‹â¬‹Ä‹Ä_‹â_‹Äö‹Ä_;ŒÙÄ¾Ğà¾ĞøÁÀ;“Ñ‘_ö“__’ã«	42.04114	-87.69006	P	PPL	US		IL	31			74486	187	189	America/Chicago	2011-05-14
4891431	Evergreen Park	Evergreen Park		41.72059	-87.70172	P	PPL	US		IL	31			19852	190	193	America/Chicago	2011-05-14
4891534	Fairfield	Fairfield		42.21919	-88.06147	P	PPL	US		IL	97			5255	261	264	America/Chicago	2006-01-17
4892684	Flossmoor	Flossmoor		41.54281	-87.68477	P	PPL	US		IL	31			9464	206	209	America/Chicago	2011-05-14
4892775	Forest Park	Forest Park		41.87948	-87.81367	P	PPL	US		IL	31			14167	190	192	America/Chicago	2011-05-14
4892950	Fox Lake	Fox Lake		42.39669	-88.1837	P	PPL	US		IL	97			10579	228	226	America/Chicago	2011-05-14
4893037	Frankfort	Frankfort	Frankfurt;__„Û_¡___¼„ã„Ä„Û„â	41.49587	-87.84866	P	PPL	US		IL	197			17782	232	236	America/Chicago	2011-05-14
4893043	Frankfort Square	Frankfort Square		41.51892	-87.8031	P	PPL	US		IL	197			9276	216	216	America/Chicago	2011-05-14
4893070	Franklin Park	Franklin Park		41.93531	-87.86562	P	PPL	US		IL	31			18333	196	196	America/Chicago	2011-05-14
4893171	Freeport	Freeport	FEP;Friport;fry bwrt;peulipoteu;__„Û_ü_À__„Û„â;ô¯±ô_ ¯¬ôö¯±¯»;’Óã‘_Â’Â’_ü	42.29669	-89.62123	P	PPLA2	US		IL	177			25638	237	237	America/Chicago	2011-05-14
4893371	Gages Lake	Gages Lake		42.35169	-87.98258	P	PPL	US		IL	97			10198	234	237	America/Chicago	2011-05-14
4893392	Galesburg	Galesburg	GBG;Gejlsberg;Gejlsburg;gai er si bao;_Ò_µ___È„_±_µ„Û__;_Ò_µ„÷_È„_±„Ä„Û__;İĞŒ¡Ó¾ĞøŒÊÁ	40.94782	-90.37124	P	PPLA2	US		IL	95			32195	235	237	America/Chicago	2011-05-14
4893581	Geneseo	Geneseo		41.44809	-90.15428	P	PPL	US		IL	73			6586	198	201	America/Chicago	2011-05-14
4893591	Geneva	Geneva	Dzeniva;Zheneva;__µ___ü___¡;_Ğ_µ___µ___¡	41.88753	-88.30535	P	PPLA2	US		IL	89			21495	217	216	America/Chicago	2011-05-14
4893601	Genoa	Genoa		42.09725	-88.69287	P	PPL	US		IL	37			5193	254	256	America/Chicago	2011-05-14
4893731	Gilberts	Gilberts		42.10336	-88.37286	P	PPL	US		IL	89			6879	274	276	America/Chicago	2011-05-14
4893811	Glen Ellyn	Glen Ellyn		41.87753	-88.06701	P	PPL	US		IL	43			27450	226	227	America/Chicago	2011-05-14
4893886	Glenview	Glenview	Glenview;NBU	42.06975	-87.78784	P	PPL	US		IL	31			44692	199	204	America/Chicago	2013-11-11
4893896	Glenwood	Glenwood		41.54253	-87.60227	P	PPL	US		IL	31			8969	189	192	America/Chicago	2011-05-14
4894061	Goodings Grove	Goodings Grove		41.6292	-87.93089	P	PPL	US		IL	197			18569	231	231	America/Chicago	2006-01-17
4894078	Glencoe	Glencoe	Glenkou;_Ò_È_µ___¼__„Ä	42.13503	-87.75812	P	PPL	US		IL	31			8723	205	207	America/Chicago	2011-05-14
4894360	Grandwood Park	Grandwood Park		42.39308	-87.98674	P	PPL	US		IL	97			5202	227	229	America/Chicago	2011-05-14
4894465	Grayslake	Grayslake		42.34447	-88.04175	P	PPL	US		IL	97			20957	239	241	America/Chicago	2011-05-14
4894861	Gurnee	Gurnee		42.3703	-87.90202	P	PPL	US		IL	97			31295	207	208	America/Chicago	2011-05-14
4895016	Hampshire	Hampshire		42.0978	-88.53036	P	PPL	US		IL	89			5563	274	277	America/Chicago	2011-05-14
4895066	Hanover Park	Hanover Park		41.99947	-88.14507	P	PPL	US		IL	43			37973	245	248	America/Chicago	2011-05-14
4895282	Harvard	Harvard		42.42224	-88.61371	P	PPL	US		IL	111			9447	292	293	America/Chicago	2011-05-14
4895298	Harvey	Harvey	Kharvi;_´_¡„Û___ü	41.61003	-87.64671	P	PPL	US		IL	31			25282	184	185	America/Chicago	2011-05-14
4895308	Harwood Heights	Harwood Heights		41.96725	-87.80756	P	PPL	US		IL	31			8612	198	200	America/Chicago	2011-05-14
4895376	Hawthorn Woods	Hawthorn Woods		42.21697	-88.04952	P	PPL	US		IL	97			7663	244	250	America/Chicago	2011-05-14
4895416	Hazel Crest	Hazel Crest		41.5717	-87.69449	P	PPL	US		IL	31			14100	197	197	America/Chicago	2011-05-14
4895767	Hickory Hills	Hickory Hills		41.72559	-87.82506	P	PPL	US		IL	31			14049	207	210	America/Chicago	2011-05-14
4895876	Highland Park	Highland Park	Khajland Park;Khajlend-Park;haillaendeupakeu;_´_¡___È_µ___«-_Ù_¡„Û_¼;_´_¡„÷_È_¡___« _Ù_¡„Û_¼;’¥÷“_‘_Ï‘ÒÏ’ÎÎ’Â	42.18169	-87.80034	P	PPL	US		IL	97			29763	212	216	America/Chicago	2011-05-14
4895918	Highwood	Highwood		42.19975	-87.80923	P	PPL	US		IL	97			5405	206	207	America/Chicago	2011-05-14
4895971	Hillside	Hillside		41.87781	-87.90284	P	PPL	US		IL	31			8157	200	203	America/Chicago	2011-05-14
4896012	Hinsdale	Hinsdale		41.80086	-87.93701	P	PPL	US		IL	43			16816	213	214	America/Chicago	2013-03-02
4896075	Hoffman Estates	Hoffman Estates		42.04281	-88.0798	P	PPL	US		IL	31			51895	239	243	America/Chicago	2011-05-14
4896336	Homer Glen	Homer Glen		41.60003	-87.93811	P	PPL	US		IL	197			24220	225	226	America/Chicago	2011-05-14
4896353	Homewood	Homewood		41.55726	-87.6656	P	PPL	US		IL	31			19323	201	202	America/Chicago	2011-05-14
4896390	Hoopeston	Hoopeston		40.46726	-87.66836	P	PPL	US		IL	183			5351	221	224	America/Chicago	2011-05-14
4896691	Huntley	Huntley		42.16808	-88.42814	P	PPL	US		IL	111			24291	271	274	America/Chicago	2011-05-14
4897482	Inverness	Inverness		42.11808	-88.09619	P	PPL	US		IL	31			7399	257	261	America/Chicago	2011-05-14
4897579	Island Lake	Island Lake		42.27613	-88.19203	P	PPL	US		IL	97			8080	238	242	America/Chicago	2011-05-14
4897654	Itasca	Itasca		41.97503	-88.00729	P	PPL	US		IL	43			8649	214	218	America/Chicago	2011-05-14
4897967	Johnsburg	Johnsburg		42.38002	-88.24203	P	PPL	US		IL	111			6337	229	232	America/Chicago	2011-05-14
4898015	Joliet	Joliet	Joliet	41.52503	-88.08173	P	PPLA2	US		IL	197			147433	165	168	America/Chicago	2013-03-02
4898152	Justice	Justice		41.74448	-87.83783	P	PPL	US		IL	31			12926	188	189	America/Chicago	2011-05-14
4898182	Kankakee	Kankakee	IKK;Kankaki;Kehnkehki;kyanakaki;___¡___¼_¡_¼_ü;__„___¼„_¼_ü;ˆ_¥ˆ¤ˆ_øˆ__ˆ_¬ˆ_¥ˆ__ˆ_¥ˆ_À	41.12003	-87.86115	P	PPLA2	US		IL	91			27537	200	206	America/Chicago	2011-05-14
4898433	Kewanee	Kewanee		41.24559	-89.92483	P	PPL	US		IL	73			12916	259	260	America/Chicago	2011-05-14
4898846	La Grange	La Grange		41.80503	-87.86923	P	PPL	US		IL	31			15550	197	198	America/Chicago	2011-05-14
4898850	La Grange Park	La Grange Park	La Grange Park;LaGrange Park	41.83475	-87.86173	P	PPL	US		IL	31			13579	190	193	America/Chicago	2011-06-13
4898875	La Salle	La Salle	LaSalle;Lasal;_İ_¡„_¡_È	41.33337	-89.09175	P	PPL	US		IL	99			9609	174	175	America/Chicago	2011-05-14
4898974	Lake Bluff	Lake Bluff		42.27891	-87.83424	P	PPL	US		IL	97			5722	201	208	America/Chicago	2011-05-14
4899012	Lake Forest	Lake Forest	Lejk Forest;leikeupoliseuteu;reikuforesuto;_İ_µ„÷_¼ ____„Û_µ„„â;‹ÄÂ‹â_‹âø‹Ä¥‹â©‹ÄÂ‹â_‹Äö;‘Êö“«’Â’Â‘_Â“__’_ü	42.25863	-87.84062	P	PPL	US		IL	97			19375	210	214	America/Chicago	2011-05-14
4899154	Lake Villa	Lake Villa		42.41697	-88.07397	P	PPL	US		IL	97			8741	241	242	America/Chicago	2011-05-14
4899170	Lake Zurich	Lake Zurich		42.19697	-88.09341	P	PPL	US		IL	97			19631	267	268	America/Chicago	2011-05-14
4899184	Lake in the Hills	Lake in the Hills		42.18169	-88.33036	P	PPL	US		IL	111			28965	264	270	America/Chicago	2011-05-14
4899213	Lakemoor	Lakemoor		42.32863	-88.19897	P	PPL	US		IL	111			6017	232	233	America/Chicago	2011-05-14
4899340	Lansing	Lansing	Lansing;_İ_¡__„_ü____	41.56476	-87.53893	P	PPL	US		IL	31			28331	192	192	America/Chicago	2011-05-14
4899581	Lemont	Lemont		41.67364	-88.00173	P	PPL	US		IL	31			16000	185	187	America/Chicago	2011-05-14
4899739	Libertyville	Libertyville	Libertivil;_İ_ü_±_µ„Û„â_ü___ü_È	42.28308	-87.95313	P	PPL	US		IL	97			20315	213	215	America/Chicago	2011-05-14
4899822	Lincoln	Lincoln	Linkol'n;Linkoln;_İ_ü___¼___È__;_İ_ü___¼___È„Î__	40.14838	-89.36482	P	PPLA2	US		IL	107			14504	177	180	America/Chicago	2011-05-14
4899983	Lincolnshire	Lincolnshire	Linkol'nshir;_İ_ü___¼___È„Î__„ö_ü„Û	42.19002	-87.9084	P	PPL	US		IL	97			7275	201	208	America/Chicago	2011-05-14
4899988	Lincolnwood	Lincolnwood		42.00448	-87.73006	P	PPL	US		IL	31			12590	184	186	America/Chicago	2011-05-14
4900013	Lindenhurst	Lindenhurst		42.41058	-88.02619	P	PPL	US		IL	97			14462	243	247	America/Chicago	2011-05-14
4900080	Lisle	Lisle	Lilu;_İ_ü_È„Ä	41.80114	-88.07479	P	PPL	US		IL	43			22390	205	207	America/Chicago	2011-05-14
4900292	Lockport	Lockport		41.58948	-88.05784	P	PPL	US		IL	197			24839	181	184	America/Chicago	2011-05-14
4900373	Lombard	Lombard	Lombard;_İ_____±_¡„Û_«	41.88003	-88.00784	P	PPL	US		IL	43			43165	219	224	America/Chicago	2011-05-14
4900416	Long Grove	Long Grove		42.17836	-87.99785	P	PPL	US		IL	97			8043	223	225	America/Chicago	2011-05-14
4900579	Loves Park	Loves Park		42.32002	-89.05816	P	PPL	US		IL	201			23996	222	223	America/Chicago	2011-05-14
4900739	Lynwood	Lynwood	Linvud;_İ_ü____„Ä_«	41.52642	-87.53865	P	PPL	US		IL	31			9007	188	190	America/Chicago	2011-05-14
4900740	Lynwood	Lynwood		41.68364	-88.39368	P	PPL	US		IL	93			7713	197	198	America/Chicago	2006-01-17
4900749	Lyons	Lyons		41.81337	-87.81811	P	PPL	US		IL	31			10729	189	189	America/Chicago	2011-05-14
4900801	Machesney Park	Machesney Park		42.34724	-89.039	P	PPL	US		IL	201			23499	226	228	America/Chicago	2011-05-14
4900817	Macomb	Macomb	MQB;Makom;ma ke mu;makwm;meokom;_Ï_¡_¼____;ôÉ¯¤ôÄôöôÉ;©ÂŒÉÜŒ¤ ;‘¬ü“__	40.45921	-90.6718	P	PPLA2	US		IL	109			19288	215	216	America/Chicago	2011-05-14
4900885	Mahomet	Mahomet		40.19531	-88.40422	P	PPL	US		IL	19			7258	223	223	America/Chicago	2011-05-14
4900961	Manhattan	Manhattan	Mankhehtten;_Ï_¡__„É„„â„â_µ__	41.42253	-87.98589	P	PPL	US		IL	197			7051	208	211	America/Chicago	2011-05-14
4901015	Manteno	Manteno		41.25059	-87.83143	P	PPL	US		IL	91			9204	209	213	America/Chicago	2011-05-14
4901164	Marengo	Marengo		42.24863	-88.60843	P	PPL	US		IL	111			7648	254	255	America/Chicago	2011-05-14
4901229	Markham	Markham		41.59365	-87.69477	P	PPL	US		IL	31			12508	189	194	America/Chicago	2011-05-14
4901279	Marseilles	Marseilles		41.33087	-88.70813	P	PPL	US		IL	99			5094	159	161	America/Chicago	2011-05-14
4901445	Matteson	Matteson		41.50392	-87.7131	P	PPL	US		IL	31			19009	211	213	America/Chicago	2011-05-14
4901514	Maywood	Maywood		41.8792	-87.84312	P	PPL	US		IL	31			24090	191	194	America/Chicago	2011-05-14
4901663	McHenry	McHenry		42.33336	-88.26675	P	PPL	US		IL	111			26992	243	245	America/Chicago	2011-05-14
4901868	Melrose Park	Melrose Park		41.90059	-87.85673	P	PPL	US		IL	31			25411	193	194	America/Chicago	2011-05-14
4901944	Mendota	Mendota		41.54725	-89.11759	P	PPL	US		IL	99			7372	226	229	America/Chicago	2011-05-14
4902181	Midlothian	Midlothian		41.62531	-87.71755	P	PPL	US		IL	31			14819	187	188	America/Chicago	2011-05-14
4902218	Milan	Milan		41.45309	-90.57208	P	PPL	US		IL	161			5099	171	172	America/Chicago	2011-05-14
4902386	Minooka	Minooka		41.45531	-88.26173	P	PPL	US		IL	63			10924	186	186	America/Chicago	2011-05-14
4902475	Mokena	Mokena		41.52614	-87.88922	P	PPL	US		IL	197			18740	215	217	America/Chicago	2011-05-14
4902476	Moline	Moline	MLI;Molin;mo lin;mola'ina;_Ï___È_ü__;ˆ_¨ˆ´Üˆ__ˆ__ˆ_àˆ_¬;_Ç¾_Ñ	41.5067	-90.51513	P	PPL	US		IL	161			43483	176	181	America/Chicago	2011-05-14
4902498	Monee	Monee		41.42003	-87.74171	P	PPL	US		IL	197			5148	243	249	America/Chicago	2011-05-14
4902512	Monmouth	Monmouth		40.91143	-90.64736	P	PPLA2	US		IL	187			9444	232	236	America/Chicago	2011-05-14
4902559	Montgomery	Montgomery	Montgomeri;_Ï____„â_______µ„Û_ü	41.73058	-88.3459	P	PPL	US		IL	89			18438	195	194	America/Chicago	2011-05-14
4902567	Monticello	Monticello		40.02781	-88.5734	P	PPLA2	US		IL	147			5548	201	201	America/Chicago	2011-05-14
4902706	Morris	Morris	Moris;_Ï__„Û_ü„	41.35725	-88.42118	P	PPLA2	US		IL	63			13636	157	159	America/Chicago	2011-05-14
4902754	Morton	Morton		40.61282	-89.45926	P	PPL	US		IL	179			16267	218	219	America/Chicago	2011-05-14
4902763	Morton Grove	Morton Grove		42.04059	-87.78256	P	PPL	US		IL	31			23270	190	193	America/Chicago	2011-05-14
4903024	Mount Prospect	Mount Prospect		42.06642	-87.93729	P	PPL	US		IL	31			54167	204	205	America/Chicago	2011-05-14
4903184	Mundelein	Mundelein		42.26308	-88.00397	P	PPL	US		IL	97			31064	224	226	America/Chicago	2011-05-14
4903279	Naperville	Naperville	Naperville;Nehpervill;Nejpervil;nabrfyl;nei po wei er;neipabiru;neipeobil;__µ„÷_À_µ„Û___ü_È;_„_À_µ„Û___ü_È_È;ô ¯¤¯¬¯±ôô_ôã;‹Ä‹â_‹ÄÔ‹Ä_‹ÄÒ‹ÄÇ;ŒÉ¤Û¦_ö_;‘ã_“«’_‘_Î	41.78586	-88.14729	P	PPL	US		IL	43			141853	216	217	America/Chicago	2011-05-14
4903535	New Lenox	New Lenox		41.51198	-87.96561	P	PPL	US		IL	197			24394	204	208	America/Chicago	2011-05-14
4903730	Niles	Niles		42.01892	-87.80284	P	PPL	US		IL	31			29803	194	194	America/Chicago	2011-05-14
4903780	Normal	Normal	Normal;Normal'naja;nuo mo er;nwrmal; alynwy;___„Û___¡_È;___„Û___¡_È„Î___¡„;ô ôö¯±ôÉ¯¤ôã¯Î ¯´ôãô_ô ôöô_;ø¼È÷Œ¡Ó	40.5142	-88.99063	P	PPL	US		IL	113			52497	244	248	America/Chicago	2011-05-14
4903803	Norridge	Norridge		41.96336	-87.82728	P	PPL	US		IL	31			14572	195	197	America/Chicago	2011-05-14
4903818	North Aurora	North Aurora		41.80614	-88.3273	P	PPL	US		IL	89			16760	207	210	America/Chicago	2011-05-14
4903862	North Chicago	North Chicago		42.32558	-87.84118	P	PPL	US		IL	97			32574	201	205	America/Chicago	2011-05-14
4903976	North Peoria	North Peoria		40.71754	-89.58426	P	PPL	US		IL	143			113004	193	194	America/Chicago	2006-01-22
4904002	North Riverside	North Riverside		41.84281	-87.82311	P	PPL	US		IL	31			6672	188	191	America/Chicago	2011-05-14
4904056	Northbrook	Northbrook		42.12753	-87.82895	P	PPL	US		IL	31			33170	197	199	America/Chicago	2011-05-14
4904094	Northfield	Northfield		42.09975	-87.7809	P	PPL	US		IL	31			5420	193	197	America/Chicago	2011-05-14
4904102	Northlake	Northlake		41.91725	-87.89562	P	PPL	US		IL	31			12323	197	198	America/Chicago	2011-05-14
4904277	Oak Brook	Oak Brook	QHO	41.83281	-87.92895	P	PPL	US		IL	43			7883	202	204	America/Chicago	2011-05-14
4904286	Oak Forest	Oak Forest		41.60281	-87.74394	P	PPL	US		IL	31			27962	205	206	America/Chicago	2011-05-14
4904365	Oak Lawn	Oak Lawn		41.71087	-87.75811	P	PPL	US		IL	31			56690	182	185	America/Chicago	2011-05-14
4904381	Oak Park	Oak Park	Ouk-Park;__„Ä_¼-_Ù_¡„Û_¼	41.88503	-87.7845	P	PPL	US		IL	31			51878	189	193	America/Chicago	2013-03-02
4904934	Orland Hills	Orland Hills		41.58531	-87.84311	P	PPL	US		IL	31			7149	214	216	America/Chicago	2011-05-14
4904937	Orland Park	Orland Park		41.63031	-87.85394	P	PPL	US		IL	31			56767	215	215	America/Chicago	2011-05-14
4904996	Oswego	Oswego		41.68281	-88.35146	P	PPL	US		IL	93			30355	195	196	America/Chicago	2011-05-14
4905006	Ottawa	Ottawa	Otava;Ottava;__„â_¡___¡;__„â„â_¡___¡	41.34559	-88.84258	P	PPLA2	US		IL	99			18768	147	150	America/Chicago	2011-05-14
4905211	Palatine	Palatine	Palatin;Palatine;_Ù_¡_È_¡„â_ü__	42.1103	-88.03424	P	PPL	US		IL	31			68557	226	227	America/Chicago	2011-05-14
4905259	Palos Heights	Palos Heights		41.66809	-87.79644	P	PPL	US		IL	31			12515	190	190	America/Chicago	2011-05-14
4905263	Palos Hills	Palos Hills		41.6967	-87.817	P	PPL	US		IL	31			17484	181	183	America/Chicago	2011-05-14
4905334	Park City	Park City		42.34836	-87.88424	P	PPL	US		IL	97			7570	213	214	America/Chicago	2011-05-14
4905337	Park Forest	Park Forest		41.49142	-87.67449	P	PPL	US		IL	31			21975	217	218	America/Chicago	2011-05-14
4905367	Park Ridge	Park Ridge	Park Ridz;Park Ritz;Park-Ridzh;ëÊë±ìë¼ ëÁë_ìãë¦;_Ù_¡„Û_¼ _Ê_ü„Ù;_Ù_¡„Û_¼-_Ê_ü_«_¦	42.01114	-87.84062	P	PPL	US		IL	31			37480	196	199	America/Chicago	2011-05-14
4905599	Pekin	Pekin	Pekin;Pikin;_Ù_µ_¼_ü__;_Ù_ü_¼_ü__	40.56754	-89.64066	P	PPLA2	US		IL	179			34094	153	155	America/Chicago	2011-05-14
4905687	Peoria	Peoria	PIA;Peoria;Peorija;Piorija;bywrya; alynwy;pi ao li ya;piolia;pioria;piyoriya;pywrya;_Ù_µ__„Û_ü„;_Ù_ü__„Û_ü„÷_¡;_Ù„Ğ__„Û„Ğ„;____¥_¬_ª_Ó;¯¬ô_ôö¯±ô_¯¤¯Î ¯´ôãô_ô ôöô_;ô_óÎôö¯±óÎ¯¤;ˆ_»ˆ_Àˆ_øˆ´Üˆ_¡ˆ_Àˆ_øˆ__;‹ÄÓ‹â»‹Ä»‹â¢;_¨Œ´´àÎŠ¼_;’Ó_“÷_‘_Â“¥ã	40.69365	-89.58899	P	PPLA2	US		IL	143			115007	153	165	America/Chicago	2011-05-14
4905704	Peoria Heights	Peoria Heights		40.74726	-89.57398	P	PPL	US		IL	143			6156	239	245	America/Chicago	2011-05-14
4905770	Peru	Peru	VYS	41.32753	-89.12897	P	PPL	US		IL	99			10295	183	185	America/Chicago	2011-05-14
4906125	Plainfield	Plainfield		41.62697	-88.20395	P	PPL	US		IL	197			39581	188	189	America/Chicago	2011-05-14
4906143	Plano	Plano	Planom;_Ù_È_¡______	41.66281	-88.53702	P	PPL	US		IL	93			10856	198	199	America/Chicago	2011-05-14
4906438	Pontiac	Pontiac		40.88087	-88.62978	P	PPLA2	US		IL	105			11931	196	200	America/Chicago	2011-05-14
4906482	Poplar Grove	Poplar Grove		42.36835	-88.82205	P	PPL	US		IL	7			5023	274	278	America/Chicago	2011-05-14
4906527	Posen	Posen		41.6317	-87.68144	P	PPL	US		IL	31			5987	183	182	America/Chicago	2011-05-14
4906818	Princeton	Princeton	Prinston;_Ù„Û_ü__„„â____	41.36809	-89.46481	P	PPLA2	US		IL	11			7660	219	219	America/Chicago	2011-05-14
4906882	Prospect Heights	Prospect Heights		42.0953	-87.93757	P	PPL	US		IL	31			16256	204	207	America/Chicago	2011-05-14
4907131	Rantoul	Rantoul		40.30837	-88.15588	P	PPL	US		IL	19			12941	227	229	America/Chicago	2011-05-14
4907514	Richton Park	Richton Park		41.48448	-87.70338	P	PPL	US		IL	31			13646	221	222	America/Chicago	2011-05-14
4907637	River Forest	River Forest		41.89781	-87.81395	P	PPL	US		IL	31			11172	192	196	America/Chicago	2011-05-14
4907649	River Grove	River Grove		41.92586	-87.83589	P	PPL	US		IL	31			10227	191	193	America/Chicago	2011-05-14
4907683	Riverdale	Riverdale		41.63337	-87.6331	P	PPL	US		IL	31			13549	183	185	America/Chicago	2011-05-14
4907706	Riverside	Riverside	Riversajd;_Ê_ü___µ„Û„_¡___«	41.83503	-87.82284	P	PPL	US		IL	31			8875	188	191	America/Chicago	2011-05-14
4907786	Robbins	Robbins		41.64392	-87.70366	P	PPL	US		IL	31			5337	183	184	America/Chicago	2011-05-14
4907863	Rochelle	Rochelle		41.92392	-89.06871	P	PPL	US		IL	141			9574	251	251	America/Chicago	2011-05-14
4907898	Rock Falls	Rock Falls		41.77975	-89.689	P	PPL	US		IL	195			9266	197	200	America/Chicago	2011-05-14
4907907	Rock Island	Rock Island	Rok Ajlend;Rok-Ajlend;roka ayalanda;_Ê___¼ _„÷_È_µ___«;_Ê___¼-____È_µ___«;ˆ_¡ˆ´äˆ_¥ ˆ_ ˆ_øˆ__ˆ_âˆ_Á	41.50948	-90.57875	P	PPLA2	US		IL	161			39018	171	174	America/Chicago	2011-05-14
4907959	Rockford	Rockford	RFD;Rockford;Rokford;logpeodeu;luo ke fu de;rakaphorda;rokkufodo;rwkfwrd;_Ê___¼„ã__„Û_«;¯±ôöôÄôôö¯±¯ø;¯±ôöò©ôôö¯±òö;ˆ_¡ˆ_¥ˆ_Çˆ¤Üˆ_¡ˆ¤ˆ_Á;‹Ä_‹ÄÄ‹âø‹Ä¥‹â©‹Ä_‹Ää;_ÑŒÉÜ_Œ_á;‘Á’_‘ÒÏ	42.27113	-89.094	P	PPLA2	US		IL	201			152871	218	224	America/Chicago	2011-05-14
4907985	Rockton	Rockton		42.45252	-89.07233	P	PPL	US		IL	201			7685	225	226	America/Chicago	2011-05-14
4908052	Rolling Meadows	Rolling Meadows		42.08419	-88.01313	P	PPL	US		IL	31			24099	219	221	America/Chicago	2011-05-14
4908068	Romeoville	Romeoville		41.64753	-88.08951	P	PPL	US		IL	197			39680	189	191	America/Chicago	2011-05-14
4908126	Roscoe	Roscoe		42.41335	-89.00927	P	PPL	US		IL	201			10785	225	228	America/Chicago	2011-05-14
4908173	Roselle	Roselle		41.98475	-88.07979	P	PPL	US		IL	43			22763	235	236	America/Chicago	2011-05-14
4908236	Round Lake	Round Lake		42.35336	-88.09341	P	PPL	US		IL	97			18289	243	244	America/Chicago	2011-05-14
4908237	Round Lake Beach	Round Lake Beach		42.37169	-88.09008	P	PPL	US		IL	97			28175	233	238	America/Chicago	2011-05-14
4908243	Round Lake Park	Round Lake Park		42.35697	-88.07675	P	PPL	US		IL	97			7505	241	244	America/Chicago	2011-05-14
4908737	Saint Charles	Saint Charles	Sent-Charl'z;St. Charles;_Á_µ__„â-_¤_¡„Û_È„Î_á	41.91419	-88.30869	P	PPL	US		IL	89			32974	223	224	America/Chicago	2013-05-31
4910543	Sandwich	Sandwich	Sehndvich;_Á„___«___ü„à	41.64586	-88.62174	P	PPL	US		IL	37			7421	203	203	America/Chicago	2011-05-14
4910634	Sauk Village	Sauk Village		41.48837	-87.56754	P	PPL	US		IL	31			10506	199	201	America/Chicago	2011-05-14
4910663	Savoy	Savoy		40.05475	-88.25172	P	PPL	US		IL	19			7280	224	223	America/Chicago	2011-05-14
4910713	Schaumburg	Schaumburg	JMH;Schaumburg;Shaumburg;shainbagu;shao mu bao;syambeogeu;_¬_¡„Ä___±„Ä„Û__;‹âá‹Ä£‹â_‹Ä_‹Ä‹Ä_‹â¡;ÈŒ¤ ŒÊÁ;“Ä«‘_ãáü	42.03336	-88.08341	P	PPL	US		IL	31			74227	242	246	America/Chicago	2011-05-14
4910743	Schiller Park	Schiller Park		41.95586	-87.8709	P	PPL	US		IL	31			11793	195	197	America/Chicago	2011-05-14
4911418	Shorewood	Shorewood		41.52003	-88.20173	P	PPL	US		IL	197			15615	176	181	America/Chicago	2011-05-14
4911516	Silvis	Silvis		41.51226	-90.41513	P	PPL	US		IL	161			7479	181	181	America/Chicago	2011-05-14
4911600	Skokie	Skokie	Skoki;Skokie;seukoki;sqwqy;_Á_¼___¼_ü;_Á_¤_¥_¤_ª;“__“_Ó’â_	42.03336	-87.73339	P	PPL	US		IL	31			64784	185	187	America/Chicago	2011-05-14
4911830	South Beloit	South Beloit		42.49307	-89.03678	P	PPL	US		IL	201			7892	225	225	America/Chicago	2011-05-14
4911893	South Elgin	South Elgin		41.99419	-88.2923	P	PPL	US		IL	89			21985	216	219	America/Chicago	2011-05-14
4911934	South Holland	South Holland		41.60087	-87.60699	P	PPL	US		IL	31			22030	183	184	America/Chicago	2011-05-14
4912248	Spring Grove	Spring Grove		42.44363	-88.23648	P	PPL	US		IL	111			5778	233	235	America/Chicago	2011-05-14
4912303	Spring Valley	Spring Valley	Spring-Vehlli;_Á_À„Û_ü____-_Õ„_È_È_ü	41.32754	-89.19981	P	PPL	US		IL	11			5558	182	183	America/Chicago	2011-05-14
4912474	Steger	Steger		41.47003	-87.63643	P	PPL	US		IL	31			9570	217	218	America/Chicago	2011-05-14
4912499	Sterling	Sterling	Sterling;_Á„â_µ„Û_È_ü____	41.78864	-89.69622	P	PPL	US		IL	195			15370	201	203	America/Chicago	2011-05-14
4912555	Stickney	Stickney		41.82142	-87.78283	P	PPL	US		IL	31			6786	184	186	America/Chicago	2011-05-14
4912691	Streamwood	Streamwood		42.02558	-88.17841	P	PPL	US		IL	31			39858	246	246	America/Chicago	2011-05-14
4912698	Streator	Streator	Stritor;_Á„â„Û_ü„â__„Û	41.12087	-88.83535	P	PPL	US		IL	99			13710	189	192	America/Chicago	2011-05-14
4912783	Sugar Grove	Sugar Grove		41.76142	-88.44369	P	PPL	US		IL	89			8997	219	220	America/Chicago	2011-05-14
4912845	Summit	Summit		41.78809	-87.81033	P	PPL	US		IL	31			11054	187	189	America/Chicago	2011-05-14
4913110	Sycamore	Sycamore		41.98892	-88.68675	P	PPLA2	US		IL	37			17519	266	266	America/Chicago	2011-05-14
4913723	Tinley Park	Tinley Park		41.57337	-87.78449	P	PPL	US		IL	31			56703	213	212	America/Chicago	2011-05-14
4914514	University Park	University Park		41.59226	-87.68533	P	PPL	US		IL	31			7129	188	188	America/Chicago	2011-05-14
